global_idx,confidence,rrs,threshold
9199,0.9997106182459644,0.6381961736601666,0.6365012383238194
9241,0.9999398728042277,0.6160886316395532,0.6365012383238194
9263,9.485643118853343e-05,-0.0003009413017802379,0.6365012383238194
9277,0.9999999873333338,0.6580351221833063,0.6365012383238194
9330,0.0450700651197287,-0.04443619251591263,0.6365012383238194
9374,0.9999398641446665,0.6160886277427507,0.6365012383238194
9381,0.9999983223596582,0.5773941417119515,0.6365012383238194
9386,0.9997469206747892,0.6382125097531378,0.6365012383238194
9451,3.153487643587903e-06,-1.379884737781263e-05,0.6365012383238194
9464,0.9999150869038442,0.6002885690722496,0.6365012383238194
9479,0.9998015268355677,0.6032090511431267,0.6365012383238194
9480,0.9997318321466742,0.638205719915486,0.6365012383238194
9487,0.0001607563475684697,-0.00048003884713385613,0.6365012383238194
9510,0.9999983249581509,0.5773941428812731,0.6365012383238194
