global_idx,k,p0,drop_shap,drop_random
1882,6,0.8621132650357889,0.8614114980357191,-0.02326966294817623
6728,1,0.9999933216265011,0.20027549780540754,8.070250023806125e-10
6728,2,0.9999933216265011,0.29087586471707305,-1.4098721290434213e-07
6728,3,0.9999933216265011,0.867998210660656,-1.4098721290434213e-07
6728,4,0.9999933216265011,0.9999719035277261,-1.983981726683126e-07
6728,5,0.9999933216265011,0.9999719050892921,-1.983981726683126e-07
6728,6,0.9999933216265011,0.9995301172705828,-1.9922913341297033e-07
6237,1,0.9999707604698772,0.17798428522725285,5.0335939194567914e-08
6237,2,0.9999707604698772,0.714182164821372,-4.65882620814817e-07
6237,3,0.9999707604698772,0.7146004021362984,6.89652578822475e-06
6237,4,0.9999707604698772,0.7759805937100611,6.89652578822475e-06
6237,5,0.9999707604698772,0.9999493279867047,-2.7887959554662167e-05
6237,6,0.9999707604698772,0.9995062499448059,-2.7888552677879375e-05
8078,1,0.999999867755522,0.9995346192280647,2.1156273399824954e-09
8078,2,0.999999867755522,0.9998166052657438,2.0957736657223336e-09
8078,3,0.999999867755522,0.9998166200208711,2.0162094216402693e-11
8078,4,0.999999867755522,0.9983979972241047,-1.0499061608992832e-07
8078,5,0.999999867755522,0.9983979972241047,-1.0499278679798607e-07
